84 -1382935.6902811036 -1382935.541467776 -1382935.5631034924
86 -1382937.1362587868 -1382936.8891910715 -1382936.8967570579
88 -1382938.2963013027 -1382937.976042053 -1382937.9831627326
90 -1382938.8376733165 -1382938.641565731 -1382938.6521147296
92 -1382939.3641564264 -1382939.2335197371 -1382939.2356855609
94 -1382939.8616702436 -1382939.8396255714 -1382939.849919159
96 -1382940.5177315215 -1382940.3524776592 -1382940.3541421667
98 -1382941.3180139172 -1382941.0447377362 -1382941.0490698668
100 -1382942.0087555186 -1382941.8444054304 -1382941.8468944165
102 -1382942.748207966 -1382942.701658517 -1382942.703114263
104 -1382943.8457218672 -1382943.3526222985 -1382943.3541499525
106 -1382944.5621871026 -1382944.02413835 -1382944.025816963
108 -1382945.1428382916 -1382944.7289359749 -1382944.7295997639
110 -1382945.987183743 -1382945.5590561505 -1382945.5559431433
112 -1382946.82568009 -1382946.4558157849 -1382946.47937436
114 -1382947.690520935 -1382947.3972526644 -1382947.3984885337
116 -1382948.290316629 -1382948.4345419286 -1382948.4354103752
118 -1382948.7040015992 -1382949.1883663137 -1382949.1884030914
120 -1382949.058325104 -1382949.6333634106 -1382949.633107787
122 -1382949.34373998 -1382949.9767665137 -1382949.977476868
124 -1382949.940692752 -1382950.464838359 -1382950.4608228707
126 -1382950.3939846158 -1382950.824837483 -1382950.8234104791
128 -1382951.353649943 -1382951.463778586 -1382951.4647342607
130 -1382952.0741124188 -1382952.0165707204 -1382952.0110848083
132 -1382952.4562116524 -1382952.3907386605 -1382952.3928149675
134 -1382952.9369722686 -1382952.8508852115 -1382952.8631942496
136 -1382953.4688295631 -1382953.3090368495 -1382953.3114033544
138 -1382954.1071526066 -1382953.745363212 -1382953.7472885516
140 -1382954.9324346383 -1382954.2334783052 -1382954.2560306084
142 -1382955.809587128 -1382954.7883567053 -1382954.782029735
144 -1382956.4540822397 -1382955.3295014848 -1382955.3260212634
146 -1382957.205727625 -1382955.9509602818 -1382955.9475108744
148 -1382957.9664786437 -1382956.6463229833 -1382956.6475367798
150 -1382958.6849219305 -1382957.4885890195 -1382957.490047904
152 -1382959.32226732 -1382958.3304892627 -1382958.327884139
154 -1382960.3847855872 -1382959.368117888 -1382959.369017287
156 -1382960.629390846 -1382959.7487910644 -1382959.7523343144
158 -1382960.9409059575 -1382960.012284119 -1382960.0139705262
160 -1382961.1114155534 -1382960.208525153 -1382960.2086027872
162 -1382961.3157044586 -1382960.396726591 -1382960.3982531682
164 -1382961.5364637752 -1382960.571853854 -1382960.5751837362
166 -1382961.641576411 -1382960.7994819991 -1382960.8007880633
168 -1382961.8975373046 -1382961.177577291 -1382961.1808356198
170 -1382962.070921349 -1382961.3546350785 -1382961.3545243368
172 -1382962.2408949398 -1382961.5610057528 -1382961.5616434333
174 -1382962.422136905 -1382961.772868154 -1382961.7743786692
176 -1382962.637323808 -1382962.042370598 -1382962.0411479254
178 -1382962.8067495176 -1382962.2830202677 -1382962.2828996072
180 -1382962.9665685862 -1382962.5173486113 -1382962.5187487113
182 -1382963.1672231506 -1382962.794022709 -1382962.795670398
184 -1382963.4548560765 -1382963.1825415122 -1382963.183963475
186 -1382963.6169126115 -1382963.4187013656 -1382963.422784807
188 -1382963.9036675345 -1382963.677492362 -1382963.6787735308
190 -1382964.1247862647 -1382963.829088803 -1382963.8302058561
192 -1382964.248198551 -1382963.9407331853 -1382963.9422107956
194 -1382964.384191798 -1382964.0891233548 -1382964.0902476916
196 -1382964.5425332375 -1382964.301717301 -1382964.3018479182
198 -1382964.723988808 -1382964.5088238907 -1382964.5102652414
200 -1382964.8116417439 -1382964.6769237444 -1382964.6773531574
202 -1382964.9154663777 -1382964.8508476207 -1382964.852232564
204 -1382965.0326609402 -1382965.013089588 -1382965.0144735335
206 -1382965.2307463456 -1382965.1762872504 -1382965.177612794
208 -1382965.3563997466 -1382965.2922737768 -1382965.2936470066
210 -1382965.491190853 -1382965.437260642 -1382965.4362707317
212 -1382965.6240302245 -1382965.5434410884 -1382965.542675436
214 -1382965.769233777 -1382965.6746039852 -1382965.6766925824
216 -1382965.892787909 -1382965.805482148 -1382965.8068458352
218 -1382966.0169954773 -1382965.9241471488 -1382965.927633261
220 -1382966.1246125626 -1382966.0283408372 -1382966.0313884292
222 -1382966.2664547935 -1382966.1582541065 -1382966.1615120843
224 -1382966.412384035 -1382966.2961517095 -1382966.2965726033
226 -1382966.5608249805 -1382966.4744275364 -1382966.475017334
228 -1382966.7385271306 -1382966.6456618288 -1382966.6481204405
230 -1382966.9215033497 -1382966.828380023 -1382966.8290001363
232 -1382967.1239861262 -1382967.0281151088 -1382967.0301067333
234 -1382967.3173937928 -1382967.2177071401 -1382967.2161626301
236 -1382967.5479219796 -1382967.4201134131 -1382967.4212101009
238 -1382967.7168668997 -1382967.5883287096 -1382967.5889780452
240 -1382967.836697228 -1382967.7297474267 -1382967.7314193503
242 -1382967.943810888 -1382967.870565335 -1382967.872099764
244 -1382968.0852912178 -1382968.023215646 -1382968.0291396035
246 -1382968.2350305235 -1382968.1721743646 -1382968.1737309115
248 -1382968.383917049 -1382968.3090410351 -1382968.3092178353
250 -1382968.5754378396 -1382968.4752434834 -1382968.4791352525
